order_id,year_of_order,customer_id,customer_age,customer_gender,state,product_category,sub_category,cost_of_product,delivery_fee,revenue,opex
52277,2016,26853,51,F,California,"Household appliances",TV,2839.00,0.12,340.68,15.00
52280,2016,20187,39,M,Washington,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
52292,2016,29564,52,F,Arizona,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
52329,2016,18894,46,F,Washington,"Household appliances",Oven,489.00,0.09,44.01,5.00
52339,2016,13180,43,M,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
52342,2016,15854,50,F,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
52344,2016,21033,35,M,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
52353,2016,18321,36,F,California,"Food and beverage","Bread and cakes",55.00,0.06,3.30,1.00
52361,2016,16992,45,F,Washington,"Household appliances",Toaster,207.00,0.08,16.56,5.00
52367,2016,14095,42,M,California,"Food and beverage","Fruits and vegetables",50.00,0.06,3.00,1.00
52383,2016,16397,19,M,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
52396,2016,25942,31,M,Oregon,"Food and beverage","Bread and cakes",60.00,0.06,3.60,1.00
52398,2016,22216,42,F,Arizona,"Food and beverage","Bread and cakes",50.00,0.06,3.00,1.00
52400,2016,23795,36,M,California,"Food and beverage","Bread and cakes",55.00,0.06,3.30,1.00
52404,2016,19881,46,F,Washington,Clothing,Socks,55.00,0.07,3.85,1.00
52415,2016,26882,21,F,Washington,"Food and beverage","Fruits and vegetables",95.00,0.06,5.70,1.00
52418,2016,14055,24,M,California,"Food and beverage","Fruits and vegetables",55.00,0.06,3.30,1.00
52419,2016,28880,42,M,Nevada,"Food and beverage","Fruits and vegetables",65.00,0.06,3.90,1.00
52424,2016,17264,35,M,California,"Food and beverage",Seafood,62.00,0.06,3.72,1.00
52444,2016,21359,25,M,Washington,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
52462,2016,12501,32,M,Washington,"Food and beverage","Bread and cakes",70.00,0.06,4.20,1.00
52473,2016,17418,22,M,Washington,"Food and beverage","Fruits and vegetables",55.00,0.06,3.30,1.00
52479,2016,14592,49,F,Nevada,"Food and beverage",Seafood,140.00,0.06,8.40,1.00
52485,2016,22562,50,M,Washington,Clothing,Caps,55.00,0.07,3.85,1.00
52487,2016,24979,42,M,California,"Household appliances",Oven,521.00,0.09,46.89,5.00
52489,2016,12529,44,M,Arizona,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
52514,2016,23977,29,M,California,"Food and beverage",Seafood,142.00,0.06,8.52,1.00
52519,2016,21179,41,F,Washington,Clothing,Shorts,56.00,0.07,3.92,1.00
52526,2016,20176,40,M,Arizona,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
52536,2016,28487,37,F,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
52542,2016,16109,36,M,Washington,"Food and beverage","Bread and cakes",66.00,0.06,3.96,1.00
52545,2016,24003,61,M,California,"Food and beverage","Bread and cakes",99.00,0.06,5.94,1.00
52549,2016,26353,61,M,California,Clothing,Socks,55.00,0.07,3.85,1.00
52558,2016,26800,36,F,Washington,"Food and beverage","Fruits and vegetables",58.00,0.06,3.48,1.00
52574,2016,19210,29,F,California,Clothing,Caps,55.00,0.07,3.85,1.00
52580,2016,23473,64,M,Washington,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
52585,2016,11022,18,F,Washington,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
52607,2016,24739,38,M,Oregon,"Food and beverage","Bread and cakes",52.00,0.06,3.12,1.00
52612,2016,17820,22,F,California,"Household appliances",Toaster,124.00,0.08,9.92,5.00
52620,2016,12345,44,M,Washington,Clothing,Pants,104.00,0.07,7.28,1.00
52622,2016,19756,48,F,Washington,Clothing,Pants,107.00,0.07,7.49,1.00
52630,2016,20788,41,F,California,"Household appliances",TV,2816.00,0.12,337.92,15.00
52637,2016,27179,20,M,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
52641,2016,14094,28,F,Arizona,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
52670,2016,29920,25,F,Oregon,Clothing,Socks,55.00,0.07,3.85,1.00
52691,2016,26966,24,M,Washington,Clothing,Caps,55.00,0.07,3.85,1.00
52693,2016,15915,33,F,Washington,"Household appliances",Oven,304.00,0.09,27.36,5.00
52697,2016,19212,35,M,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
52731,2016,12629,35,F,Washington,"Food and beverage","Fruits and vegetables",62.00,0.06,3.72,1.00
52733,2016,24969,33,F,Nevada,Clothing,Shorts,54.00,0.07,3.78,1.00
52736,2016,11496,42,F,Arizona,Clothing,Caps,55.00,0.07,3.85,1.00
52737,2016,13449,21,M,California,"Household appliances",TV,1596.00,0.12,191.52,15.00
52769,2016,26553,51,M,Washington,Clothing,Pants,142.00,0.07,9.94,1.00
52772,2016,20216,38,M,Washington,Clothing,Shorts,75.00,0.07,5.25,1.00
52778,2016,12918,42,F,Arizona,"Household appliances",Oven,393.00,0.09,35.37,5.00
52782,2016,21391,40,M,Oregon,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
52795,2016,19765,31,M,Arizona,"Food and beverage","Bread and cakes",55.00,0.06,3.30,1.00
52840,2016,23875,35,F,California,"Food and beverage","Fruits and vegetables",55.00,0.06,3.30,1.00
52861,2016,22657,37,F,Washington,"Food and beverage","Bread and cakes",66.00,0.06,3.96,1.00
52867,2016,18503,49,F,Washington,"Food and beverage","Bread and cakes",106.00,0.06,6.36,1.00
52873,2016,21263,32,M,Washington,Clothing,Socks,55.00,0.07,3.85,1.00
52884,2016,29452,37,F,Washington,Clothing,Pants,163.00,0.07,11.41,1.00
52886,2016,11700,36,F,California,Clothing,Shorts,79.00,0.07,5.53,1.00
52888,2016,28163,19,M,California,Clothing,Caps,55.00,0.07,3.85,1.00
52890,2016,12659,43,M,Washington,"Household appliances",Oven,454.00,0.09,40.86,5.00
52900,2016,18245,21,M,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
52917,2016,29293,26,F,California,"Food and beverage","Bread and cakes",105.00,0.06,6.30,1.00
52943,2016,25565,34,F,Washington,"Household appliances",Oven,380.00,0.09,34.20,5.00
52953,2016,14468,29,M,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
52962,2016,29075,44,M,California,"Food and beverage","Bread and cakes",57.00,0.06,3.42,1.00
52995,2016,21386,19,M,Arizona,Clothing,Pants,122.00,0.07,8.54,1.00
52999,2016,13065,34,F,California,Clothing,Pants,120.00,0.07,8.40,1.00
53001,2016,14552,47,F,Washington,Clothing,Shorts,59.00,0.07,4.13,1.00
53019,2016,26634,42,M,Washington,Clothing,Vests,116.00,0.07,8.12,1.00
53020,2016,29135,47,F,Arizona,Clothing,Vests,122.00,0.07,8.54,1.00
53022,2016,16472,41,M,Washington,"Household appliances",Washer,911.00,0.11,100.21,10.00
53044,2016,24167,32,M,Washington,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53068,2016,13636,43,M,Arizona,"Food and beverage","Fruits and vegetables",79.00,0.06,4.74,1.00
53079,2016,14047,37,F,California,Clothing,Shorts,114.00,0.07,7.98,1.00
53094,2016,26771,37,M,Washington,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53112,2016,24414,39,M,Washington,"Food and beverage","Bread and cakes",55.00,0.06,3.30,1.00
53135,2016,29314,51,F,Oregon,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53141,2016,28445,29,F,Washington,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53173,2016,28623,52,M,Washington,Clothing,Caps,55.00,0.07,3.85,1.00
53179,2016,13706,46,M,Washington,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53183,2016,21865,40,M,Washington,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53186,2016,22245,29,M,Arizona,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53195,2016,25248,40,F,Arizona,"Food and beverage","Bread and cakes",74.00,0.06,4.44,1.00
53205,2016,18837,55,F,Oregon,"Food and beverage",Seafood,108.00,0.06,6.48,1.00
53207,2016,12969,50,F,Oregon,"Food and beverage","Fruits and vegetables",55.00,0.06,3.30,1.00
53210,2016,16778,31,M,Washington,Clothing,Pants,57.00,0.07,3.99,1.00
53220,2016,25548,41,M,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53222,2016,16442,24,M,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53227,2016,28816,23,F,Arizona,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53301,2016,26809,50,F,Washington,"Food and beverage","Bread and cakes",55.00,0.06,3.30,1.00
53304,2016,12543,60,M,California,"Food and beverage","Bread and cakes",108.00,0.06,6.48,1.00
53312,2016,11347,45,F,Arizona,"Household appliances",Toaster,203.00,0.08,16.24,5.00
53313,2016,19750,43,M,California,"Food and beverage","Fruits and vegetables",55.00,0.06,3.30,1.00
53315,2016,20059,22,M,Washington,"Food and beverage","Fruits and vegetables",65.00,0.06,3.90,1.00
53324,2016,27871,20,F,California,"Food and beverage","Fruits and vegetables",55.00,0.06,3.30,1.00
53339,2016,24759,55,F,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53349,2016,17669,29,F,Oregon,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53367,2016,18944,31,M,California,"Food and beverage",Seafood,53.00,0.06,3.18,1.00
53378,2016,24405,30,F,California,Clothing,Caps,55.00,0.07,3.85,1.00
53388,2016,21170,47,F,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53399,2016,17621,20,F,Washington,Clothing,Vests,108.00,0.07,7.56,1.00
53410,2016,18085,46,M,California,"Food and beverage","Bread and cakes",109.00,0.06,6.54,1.00
53415,2016,17287,40,F,California,"Food and beverage",Seafood,123.00,0.06,7.38,1.00
53424,2016,18206,43,F,California,"Food and beverage",Seafood,136.00,0.06,8.16,1.00
53438,2016,20567,40,F,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53442,2016,11866,52,M,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53479,2016,27087,39,M,California,"Household appliances",Oven,385.00,0.09,34.65,5.00
53480,2016,23160,50,M,Arizona,"Household appliances",TV,1518.00,0.12,182.16,15.00
53498,2016,29286,31,M,Oregon,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53505,2016,17090,32,F,Arizona,"Food and beverage","Bread and cakes",101.00,0.06,6.06,1.00
53511,2016,11038,48,F,Oregon,"Food and beverage","Bread and cakes",55.00,0.06,3.30,1.00
53513,2016,12445,51,F,California,"Food and beverage","Bread and cakes",98.00,0.06,5.88,1.00
53519,2016,23783,28,M,Washington,"Food and beverage","Fruits and vegetables",67.00,0.06,4.02,1.00
53522,2016,26499,51,F,California,"Food and beverage","Fruits and vegetables",70.00,0.06,4.20,1.00
53525,2016,14629,18,M,California,Clothing,Pants,102.00,0.07,7.14,1.00
53527,2016,29046,36,F,Nevada,Clothing,Shorts,110.00,0.07,7.70,1.00
53528,2016,19922,39,F,California,Clothing,Shorts,66.00,0.07,4.62,1.00
53529,2016,11825,30,M,California,Clothing,Caps,55.00,0.07,3.85,1.00
53536,2016,12979,30,M,Washington,Clothing,Caps,55.00,0.07,3.85,1.00
53544,2016,12587,23,M,Washington,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53560,2016,20288,39,F,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53568,2016,13024,36,M,Arizona,"Food and beverage","Bread and cakes",100.00,0.06,6.00,1.00
53590,2016,27596,17,F,Oregon,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53605,2016,28663,20,M,Oregon,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53615,2016,24871,24,F,California,"Food and beverage","Bread and cakes",97.00,0.06,5.82,1.00
53616,2016,29593,34,M,Oregon,"Food and beverage","Bread and cakes",55.00,0.06,3.30,1.00
53622,2016,24647,39,M,California,"Food and beverage","Bread and cakes",55.00,0.06,3.30,1.00
53629,2016,17388,35,M,California,"Food and beverage","Fruits and vegetables",75.00,0.06,4.50,1.00
53639,2016,14835,22,M,California,Clothing,Caps,55.00,0.07,3.85,1.00
53644,2016,12163,62,M,Washington,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53649,2016,23074,43,F,Washington,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53650,2016,24093,38,F,Nevada,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53655,2016,19816,24,F,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53681,2016,13687,44,F,Washington,"Household appliances",TV,2888.00,0.12,346.56,15.00
53714,2016,18290,47,M,Oregon,"Household appliances",Oven,515.00,0.09,46.35,5.00
53728,2016,24289,36,F,Oregon,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53737,2016,12371,21,M,California,"Food and beverage","Bread and cakes",78.00,0.06,4.68,1.00
53744,2016,21011,63,F,Oregon,"Food and beverage","Bread and cakes",55.00,0.06,3.30,1.00
53754,2016,17837,31,M,California,Clothing,Socks,52.00,0.07,3.64,1.00
53755,2016,21214,53,F,California,"Food and beverage",Seafood,136.00,0.06,8.16,1.00
53759,2016,21813,23,M,California,"Food and beverage",Seafood,78.00,0.06,4.68,1.00
53760,2016,17460,47,F,California,"Food and beverage",Seafood,50.00,0.06,3.00,1.00
53764,2016,17167,34,M,California,"Food and beverage","Fruits and vegetables",79.00,0.06,4.74,1.00
53773,2016,15459,32,M,Oregon,"Food and beverage","Fruits and vegetables",54.00,0.06,3.24,1.00
53781,2016,22960,48,M,Oregon,Clothing,Shorts,53.00,0.07,3.71,1.00
53783,2016,14498,49,F,California,Clothing,Shorts,51.00,0.07,3.57,1.00
53787,2016,11316,34,F,Washington,Clothing,Shorts,55.00,0.07,3.85,1.00
53813,2016,13797,34,F,Oregon,"Food and beverage","Bread and cakes",55.00,0.06,3.30,1.00
53819,2016,13460,53,F,Nevada,"Food and beverage","Bread and cakes",55.00,0.06,3.30,1.00
53820,2016,24887,53,F,California,"Food and beverage","Bread and cakes",55.00,0.06,3.30,1.00
53822,2016,18369,61,F,California,"Food and beverage","Bread and cakes",107.00,0.06,6.42,1.00
53825,2016,16335,39,M,California,"Food and beverage",Seafood,135.00,0.06,8.10,1.00
53826,2016,21125,57,F,Oregon,"Food and beverage",Seafood,61.00,0.06,3.66,1.00
53828,2016,18454,33,F,California,"Food and beverage",Seafood,108.00,0.06,6.48,1.00
53831,2016,19294,62,M,California,"Food and beverage","Fruits and vegetables",95.00,0.06,5.70,1.00
53833,2016,25991,36,M,Washington,"Food and beverage","Fruits and vegetables",79.00,0.06,4.74,1.00
53848,2016,15080,38,M,Washington,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53864,2016,28972,64,F,Oregon,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53876,2016,17937,26,M,California,"Food and beverage",Seafood,109.00,0.06,6.54,1.00
53877,2016,13021,36,F,Washington,"Food and beverage",Seafood,101.00,0.06,6.06,1.00
53879,2016,15583,58,F,Washington,"Food and beverage",Seafood,101.00,0.06,6.06,1.00
53891,2016,23609,26,M,Washington,Clothing,Pants,121.00,0.07,8.47,1.00
53899,2016,12352,23,M,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53912,2016,21479,43,M,Washington,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53934,2016,23206,30,F,Washington,"Food and beverage","Bread and cakes",56.00,0.06,3.36,1.00
53943,2016,18168,43,M,California,"Food and beverage",Seafood,57.00,0.06,3.42,1.00
53950,2016,17415,24,M,Oregon,"Food and beverage","Fruits and vegetables",55.00,0.06,3.30,1.00
53978,2016,22142,26,M,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
53982,2016,17000,60,M,Oregon,"Food and beverage","Bread and cakes",99.00,0.06,5.94,1.00
53984,2016,22398,21,F,California,"Food and beverage","Bread and cakes",55.00,0.06,3.30,1.00
54000,2016,25900,30,M,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54021,2016,11794,24,F,California,"Food and beverage","Bread and cakes",64.00,0.06,3.84,1.00
54023,2016,27598,43,M,Arizona,"Food and beverage",Seafood,78.00,0.06,4.68,1.00
54040,2016,19181,40,M,California,Clothing,Caps,55.00,0.07,3.85,1.00
54052,2016,13563,37,F,Oregon,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54053,2016,26169,42,F,Washington,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54054,2016,15136,33,F,Washington,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54066,2016,16436,30,F,Washington,"Food and beverage","Bread and cakes",55.00,0.06,3.30,1.00
54083,2016,11489,50,F,Washington,"Household appliances",TV,1882.00,0.12,225.84,15.00
54090,2016,17302,43,F,Washington,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54101,2016,14376,46,F,Washington,"Food and beverage","Bread and cakes",55.00,0.06,3.30,1.00
54113,2016,21069,41,M,Washington,"Food and beverage","Fruits and vegetables",55.00,0.06,3.30,1.00
54127,2016,29939,45,M,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54173,2016,20302,36,F,California,Clothing,Caps,55.00,0.07,3.85,1.00
54188,2016,26633,28,M,Nevada,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54201,2016,21785,53,F,Washington,"Food and beverage","Bread and cakes",55.00,0.06,3.30,1.00
54210,2016,29623,21,F,Nevada,Clothing,Socks,55.00,0.07,3.85,1.00
54213,2016,13445,44,F,California,"Food and beverage",Seafood,65.00,0.06,3.90,1.00
54216,2016,17814,39,F,Washington,"Food and beverage",Seafood,111.00,0.06,6.66,1.00
54229,2016,19189,42,F,Oregon,"Food and beverage","Fruits and vegetables",77.00,0.06,4.62,1.00
54233,2016,19711,34,F,Arizona,Clothing,Pants,114.00,0.07,7.98,1.00
54237,2016,25639,24,M,Oregon,Clothing,Pants,110.00,0.07,7.70,1.00
54248,2016,29073,53,F,Washington,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54252,2016,19305,32,F,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54255,2016,26483,32,M,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54270,2016,25531,35,F,Washington,"Household appliances",Dishwasher,833.00,0.10,83.30,10.00
54274,2016,15057,34,F,Oregon,"Food and beverage","Bread and cakes",65.00,0.06,3.90,1.00
54322,2016,11049,35,F,Arizona,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54327,2016,17121,25,M,Oregon,"Household appliances",Refrigerator,1282.00,0.11,141.02,15.00
54328,2016,25579,44,M,Washington,"Food and beverage","Bread and cakes",76.00,0.06,4.56,1.00
54342,2016,17292,21,M,Nevada,"Household appliances",Toaster,178.00,0.08,14.24,5.00
54345,2016,17288,49,M,California,"Food and beverage","Fruits and vegetables",55.00,0.06,3.30,1.00
54353,2016,24990,46,F,Washington,Clothing,Shorts,64.00,0.07,4.48,1.00
54355,2016,27346,50,M,Washington,Clothing,Shorts,55.00,0.07,3.85,1.00
54357,2016,26127,25,F,California,"Household appliances",Oven,504.00,0.09,45.36,5.00
54360,2016,16168,29,F,Washington,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54375,2016,28971,44,M,Nevada,"Food and beverage","Bread and cakes",55.00,0.06,3.30,1.00
54387,2016,23659,19,M,Washington,"Food and beverage",Seafood,134.00,0.06,8.04,1.00
54395,2016,14568,31,M,Oregon,"Food and beverage","Fruits and vegetables",55.00,0.06,3.30,1.00
54400,2016,21803,41,F,Washington,Clothing,Pants,74.00,0.07,5.18,1.00
54405,2016,28413,36,F,California,Clothing,Caps,55.00,0.07,3.85,1.00
54435,2016,24215,18,F,Washington,"Food and beverage","Bread and cakes",102.00,0.06,6.12,1.00
54439,2016,27889,51,M,California,"Food and beverage","Bread and cakes",104.00,0.06,6.24,1.00
54449,2016,22265,23,F,Arizona,Clothing,Socks,55.00,0.07,3.85,1.00
54457,2016,26750,43,M,Washington,"Household appliances",Toaster,124.00,0.08,9.92,5.00
54459,2016,24875,25,F,Arizona,"Household appliances",Toaster,124.00,0.08,9.92,5.00
54463,2016,19378,57,M,Arizona,"Food and beverage","Fruits and vegetables",55.00,0.06,3.30,1.00
54471,2016,28906,32,M,Washington,Clothing,Shorts,78.00,0.07,5.46,1.00
54478,2016,26350,50,M,Washington,"Household appliances",Oven,324.00,0.09,29.16,5.00
54495,2016,27254,37,M,Arizona,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54499,2016,15746,60,M,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54523,2016,21088,43,M,California,Clothing,Shorts,78.00,0.07,5.46,1.00
54528,2016,20892,40,M,California,"Household appliances",Oven,373.00,0.09,33.57,5.00
54531,2016,18623,34,M,Washington,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54534,2016,18870,40,M,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54538,2016,12807,51,M,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54558,2016,23103,22,M,California,"Food and beverage","Bread and cakes",55.00,0.06,3.30,1.00
54562,2016,11688,23,F,California,Clothing,Socks,50.00,0.07,3.50,1.00
54565,2016,13001,36,M,California,"Food and beverage","Fruits and vegetables",95.00,0.06,5.70,1.00
54571,2016,26117,48,F,Washington,"Food and beverage","Fruits and vegetables",55.00,0.06,3.30,1.00
54597,2016,19811,51,F,Oregon,Clothing,Vests,76.00,0.07,5.32,1.00
54609,2016,29846,29,F,California,Clothing,Socks,55.00,0.07,3.85,1.00
54616,2016,15379,30,M,California,"Household appliances",Toaster,144.00,0.08,11.52,5.00
54620,2016,16488,24,F,California,"Food and beverage","Fruits and vegetables",100.00,0.06,6.00,1.00
54640,2016,18002,39,M,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54642,2016,19986,22,M,Washington,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54665,2016,14812,31,F,California,"Household appliances",Toaster,130.00,0.08,10.40,5.00
54672,2016,20390,37,M,Arizona,"Food and beverage","Fruits and vegetables",55.00,0.06,3.30,1.00
54683,2016,11782,45,M,Washington,"Household appliances",Oven,269.00,0.09,24.21,5.00
54690,2016,12976,31,M,Washington,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54692,2016,22857,48,M,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54707,2016,13598,19,F,Arizona,"Food and beverage","Bread and cakes",101.00,0.06,6.06,1.00
54712,2016,18097,46,M,Oregon,"Food and beverage",Seafood,120.00,0.06,7.20,1.00
54760,2016,22831,48,F,Arizona,"Food and beverage","Bread and cakes",72.00,0.06,4.32,1.00
54770,2016,28030,37,M,California,"Food and beverage",Seafood,114.00,0.06,6.84,1.00
54781,2016,29957,31,F,Washington,"Food and beverage","Fruits and vegetables",55.00,0.06,3.30,1.00
54790,2016,18062,34,M,Washington,Clothing,Caps,55.00,0.07,3.85,1.00
54792,2016,19734,37,F,California,Clothing,Caps,55.00,0.07,3.85,1.00
54793,2016,27739,53,F,Arizona,"Household appliances",Oven,208.00,0.09,18.72,5.00
54803,2016,15057,34,F,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54813,2016,14800,34,M,California,"Food and beverage","Fruits and vegetables",54.00,0.06,3.24,1.00
54825,2016,15918,40,F,Arizona,Clothing,Shorts,100.00,0.07,7.00,1.00
54836,2016,20229,45,M,Arizona,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54842,2016,13491,31,F,Oregon,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54859,2016,28484,23,F,California,"Household appliances",Dishwasher,788.00,0.10,78.80,10.00
54891,2016,25460,21,M,California,Clothing,Caps,55.00,0.07,3.85,1.00
54895,2016,23319,46,F,Arizona,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54899,2016,23374,40,F,Washington,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54908,2016,25410,46,M,Oregon,"Food and beverage","Bread and cakes",105.00,0.06,6.30,1.00
54912,2016,19444,37,F,Arizona,"Food and beverage","Bread and cakes",68.00,0.06,4.08,1.00
54915,2016,27543,39,M,Arizona,"Food and beverage","Bread and cakes",104.00,0.06,6.24,1.00
54942,2016,20986,39,M,California,Clothing,Pants,129.00,0.07,9.03,1.00
54945,2016,26975,42,F,California,Clothing,Shorts,111.00,0.07,7.77,1.00
54958,2016,27058,24,M,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
54975,2016,20307,33,M,California,"Food and beverage","Bread and cakes",55.00,0.06,3.30,1.00
54979,2016,13830,57,F,Washington,Clothing,Socks,50.00,0.07,3.50,1.00
54980,2016,25287,19,F,Washington,Clothing,Socks,54.00,0.07,3.78,1.00
55004,2016,16614,27,M,California,"Household appliances",TV,2897.00,0.12,347.64,15.00
55013,2016,22834,57,M,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
55014,2016,27211,29,F,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
55026,2016,17799,42,F,Oregon,"Food and beverage","Bread and cakes",57.00,0.06,3.42,1.00
55028,2016,25908,65,M,Nevada,Clothing,Socks,55.00,0.07,3.85,1.00
55031,2016,25824,35,F,Oregon,"Food and beverage",Seafood,160.00,0.06,9.60,1.00
55062,2016,13917,30,F,Arizona,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
55073,2016,13731,22,M,Arizona,"Food and beverage","Bread and cakes",107.00,0.06,6.42,1.00
55079,2016,29010,53,M,Nevada,"Food and beverage",Seafood,67.00,0.06,4.02,1.00
55087,2016,19460,34,F,California,"Household appliances",Toaster,122.00,0.08,9.76,5.00
55107,2016,25472,56,M,Washington,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
55112,2016,14205,42,M,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
55113,2016,18067,55,F,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
55114,2016,24791,22,M,Arizona,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
55135,2016,22958,23,M,California,"Food and beverage","Bread and cakes",108.00,0.06,6.48,1.00
55136,2016,25117,23,M,Nevada,"Food and beverage","Bread and cakes",70.00,0.06,4.20,1.00
55166,2016,28240,42,M,Washington,"Household appliances",Oven,302.00,0.09,27.18,5.00
55204,2016,26913,53,F,Washington,Clothing,Socks,55.00,0.07,3.85,1.00
55209,2016,29487,32,F,Oregon,"Food and beverage",Seafood,71.00,0.06,4.26,1.00
55211,2016,14343,44,F,California,"Food and beverage","Fruits and vegetables",99.00,0.06,5.94,1.00
55212,2016,19883,27,F,California,"Food and beverage","Fruits and vegetables",100.00,0.06,6.00,1.00
55225,2016,23990,20,F,California,Clothing,Caps,55.00,0.07,3.85,1.00
55242,2016,26145,34,M,Arizona,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
55243,2016,27802,22,F,California,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
55251,2016,15914,31,M,California,"Food and beverage","Bread and cakes",55.00,0.06,3.30,1.00
55261,2016,21821,35,F,California,Clothing,Socks,55.00,0.07,3.85,1.00
55265,2016,28931,45,F,California,"Household appliances",Toaster,178.00,0.08,14.24,5.00
55274,2016,13149,38,F,Washington,"Food and beverage","Fruits and vegetables",61.00,0.06,3.66,1.00
55282,2016,12099,46,M,California,Clothing,Pants,111.00,0.07,7.77,1.00
55288,2016,28842,28,M,Oregon,Clothing,Caps,55.00,0.07,3.85,1.00
55301,2016,20664,53,F,Washington,"Food and beverage",Beverages,55.00,0.06,3.30,1.00
55324,2016,18072,33,F,California,"Food and beverage","Bread and cakes",108.00,0.06,6.48,1.00
55326,2016,21002,20,M,Washington,"Food and beverage","Bread and cakes",55.00,0.06,3.30,1.00
